"College","Control Number","Course ID","TOP Code","Credit Status","Maximum Units","Minimum Units","Basic Skills Status","SAM Status","Prior To Transfer Status","Non-Credit Category","Funding Category","Non-Credit Minimum Hours","Non-Credit Maximum Hours","Issue/Update Date"
"Cabrillo","CCC000550102","CHEM3       ","190500","D","03.00","03.00","N","E","Y","Y","Y",,,"20180707"
"Cabrillo","CCC000550103","ATH38       ","083550","D","03.00","00.50","N","E","Y","Y","Y",,,"20180705"
"Cabrillo","CCC000550104","ATH36       ","083550","D","03.00","00.50","N","E","Y","Y","Y",,,"20180902"
"Cabrillo","CCC000550105","ATH35       ","083550","D","03.00","00.50","N","E","Y","Y","Y",,,"20180705"
"Cabrillo","CCC000550106","ATH33       ","083550","D","03.00","00.50","N","E","Y","Y","Y",,,"20180705"
"Cabrillo","CCC000550126","RT54        ","122500","D","01.00","01.00","N","D","Y","Y","Y",,,"20180627"
"Cabrillo","CCC000550127","RT50B       ","122500","D","01.00","01.00","N","D","Y","Y","Y",,,"20180627"
"Cabrillo","CCC000550128","RT50A       ","122500","D","02.00","02.00","N","D","Y","Y","Y",,,"20180627"
"Cabrillo","CCC000550148","RT53CL      ","122500","D","06.00","06.00","N","C","Y","Y","Y",,,"20180627"
"Cabrillo","CCC000550149","MATH18      ","170100","D","04.00","04.00","N","E","Y","Y","Y",,,"20190129"
"Cabrillo","CCC000550150","HORT-125    ","010900","D","03.00","03.00","N","C","Y","Y","Y",,,"20131126"
"Cabrillo","CCC000550250","AP46C       ","101100","D","03.00","03.00","N","E","Y","Y","Y",,,"20180701"
"Cabrillo","CCC000550897","RT-53AL     ","122500","D","05.50","05.50","N","C","Y","Y","Y",,,"20131218"
"Cabrillo","CCC000550608","RT53BL      ","122500","D","05.50","05.50","N","C","Y","Y","Y",,,"20180627"
"Cabrillo","CCC000550609","HORT-173    ","010900","D","01.00","01.00","N","C","Y","Y","Y",,,"20131211"
"Cabrillo","CCC000551805","MUS-538     ","100400","N","00.00","00.00","N","E","Y","H","Y",4,4,"20160120"
"Cabrillo","CCC000552419","N-80SC      ","123010","D","04.00","01.00","N","D","Y","Y","Y",,,"20140623"
"Cabrillo","CCC000569903","CG280AZ     ","493032","C","01.00","01.00","N","E","Y","Y","Y",,,"20180514"
"Cabrillo","CCC000569904","MUS-562     ","100400","N","00.00","00.00","N","E","Y","H","Y",72,72,"20160129"
"Cabrillo","CCC000569905","ENGL-550B   ","150700","N","00.00","00.00","N","E","Y","H","Y",72,72,"20160129"
"Cabrillo","CCC000569906","ENGL-550A   ","150700","N","00.00","00.00","N","E","Y","H","Y",72,72,"20160129"
"Cabrillo","CCC000569029","ASTRO-25    ","191100","D","01.00","01.00","N","E","Y","Y","Y",,,"20151217"
"Cabrillo","CCC000569030","CIS77       ","070800","D","03.00","03.00","N","C","Y","Y","Y",,,"20180708"
"Cabrillo","CCC000569031","DM-79       ","061400","D","03.00","03.00","N","D","Y","Y","Y",,,"20151217"
"Cabrillo","CCC000569032","ES15L       ","030100","D","01.00","01.00","N","E","Y","Y","Y",,,"20180310"
"Cabrillo","CCC000569137","CJ175       ","210500","D","03.00","03.00","N","C","Y","Y","Y",,,"20180724"
"Cabrillo","CCC000568700","KIN10DL     ","122800","D","02.00","01.00","N","D","Y","Y","Y",,,"20180904"
"Cabrillo","CCC000569330","KIN-37A     ","083520","D","02.00","00.50","N","E","Y","Y","Y",,,"20160114"
"Cabrillo","CCC000569331","MUS50LJ     ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20180901"
"Cabrillo","CCC000569332","CJ-178      ","210500","D","02.00","00.50","N","C","Y","Y","Y",,,"20160114"
"Cabrillo","CCC000569333","ANTHR-26    ","220200","D","05.00","05.00","N","E","Y","Y","Y",,,"20160114"
"Cabrillo","CCC000569334","HIST-11     ","220500","D","03.00","03.00","N","E","Y","Y","Y",,,"20160114"
"Cabrillo","CCC000569335","AP-185      ","101100","D","03.00","01.00","N","E","Y","Y","Y",,,"20160114"
"Cabrillo","CCC000569336","LIBR40      ","160100","D","01.00","01.00","N","E","Y","Y","Y",,,"20180514"
"Cabrillo","CCC000569337","KIN23A      ","083500","D","01.00","00.50","N","E","Y","Y","Y",,,"20180904"
"Cabrillo","CCC000569338","KIN23B      ","083500","D","01.00","00.50","N","E","Y","Y","Y",,,"20180904"
"Cabrillo","CCC000569339","CIS76       ","070800","D","03.00","03.00","N","C","Y","Y","Y",,,"20180708"
"Cabrillo","CCC000569340","ESL100      ","493087","D","06.00","04.00","N","E","A","Y","Y",,,"20190110"
"Cabrillo","CCC000569341","ESL-253     ","493087","C","06.00","04.00","B","E","D","Y","Y",,,"20160114"
"Cabrillo","CCC000569342","ESL-254     ","493087","C","06.00","04.00","B","E","C","Y","Y",,,"20160114"
"Cabrillo","CCC000569343","ESL-255     ","493087","C","06.00","04.00","B","E","B","Y","Y",,,"20160114"
"Cabrillo","CCC000569344","ESL-256E    ","493087","C","06.00","04.00","B","E","B","Y","Y",,,"20160114"
"Cabrillo","CCC000566336","LIBR401     ","051400","N","00.00","00.00","N","D","Y","J","Y",,,"20181130"
"Cabrillo","CCC000566337","CABT401     ","051400","N","00.00","00.00","N","D","Y","J","Y",,,"20181130"
"Cabrillo","CCC000566338","LIBR400     ","051400","N","00.00","00.00","N","D","Y","J","Y",,,"20181130"
"Cabrillo","CCC000566339","CABT400     ","051400","N","00.00","00.00","N","D","Y","J","Y",,,"20181130"
"Cabrillo","CCC000566546","MUS-546     ","100400","N","00.00","00.00","N","E","Y","H","Y",72,72,"20160120"
"Cabrillo","CCC000567056","KIN-35A     ","083520","D","02.00","00.50","N","E","Y","Y","Y",,,"20150812"
"Cabrillo","CCC000567057","KIN60A      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180916"
"Cabrillo","CCC000567058","KIN63A      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180916"
"Cabrillo","CCC000567059","KIN56B      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000567060","KIN50B      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000567061","KIN27AL     ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180904"
"Cabrillo","CCC000567062","KIN51B      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000567063","KIN60B      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180916"
"Cabrillo","CCC000567064","KIN63B      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180916"
"Cabrillo","CCC000567065","KIN52B      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000567066","KIN52C      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000567067","MATH350E    ","170200","N","00.00","00.00","B","E","Y","C","Y",,,"20181130"
"Cabrillo","CCC000567120","KIN51C      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000567121","KIN50C      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000567122","KIN60C      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180916"
"Cabrillo","CCC000567123","KIN54C      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000567124","KIN63C      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180916"
"Cabrillo","CCC000567125","KIN47C      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180907"
"Cabrillo","CCC000567126","KIN56C      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000567127","KIN56A      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000567128","KIN51A      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000567129","KIN50A      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000567471","KIN62A      ","083520","D","02.00","00.50","N","D","Y","Y","Y",,,"20180916"
"Cabrillo","CCC000567472","KIN62B      ","083520","D","02.00","00.50","N","D","Y","Y","Y",,,"20180916"
"Cabrillo","CCC000567473","KIN64       ","083570","D","02.00","02.00","N","D","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000567474","KIN10A      ","122800","D","03.00","03.00","N","D","Y","Y","Y",,,"20180904"
"Cabrillo","CCC000567475","KIN10AL     ","122800","D","02.00","01.00","N","D","Y","Y","Y",,,"20180904"
"Cabrillo","CCC000567476","KIN10B      ","122800","D","03.00","03.00","N","D","Y","Y","Y",,,"20180904"
"Cabrillo","CCC000567477","KIN10CL     ","122800","D","02.00","01.00","N","D","Y","Y","Y",,,"20180904"
"Cabrillo","CCC000567478","KIN4        ","083520","D","03.00","03.00","N","D","Y","Y","Y",,,"20180904"
"Cabrillo","CCC000567715","KIN-10BL    ","122800","D","02.00","01.00","N","E","Y","Y","Y",,,"20150923"
"Cabrillo","CCC000567716","KIN-38B     ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20150923"
"Cabrillo","CCC000567717","KIN38A      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180904"
"Cabrillo","CCC000567718","KIN-39A     ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20150923"
"Cabrillo","CCC000567719","KIN-39B     ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20150923"
"Cabrillo","CCC000567720","KIN40A      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180916"
"Cabrillo","CCC000567721","KIN40B      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180916"
"Cabrillo","CCC000567722","KIN40C      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180916"
"Cabrillo","CCC000567532","KIN47B      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180907"
"Cabrillo","CCC000567533","KIN47A      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180907"
"Cabrillo","CCC000567534","KIN41B      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180916"
"Cabrillo","CCC000567535","KIN43C      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180907"
"Cabrillo","CCC000568091","MATH350A    ","170200","N","00.00","00.00","B","E","Y","C","Y",,,"20181130"
"Cabrillo","CCC000568092","MATH350B    ","170200","N","00.00","00.00","B","E","Y","C","Y",,,"20181130"
"Cabrillo","CCC000568093","MATH350C    ","170200","N","00.00","00.00","B","E","Y","C","Y",,,"20181130"
"Cabrillo","CCC000568094","MATH350F    ","170200","N","00.00","00.00","B","E","Y","C","Y",,,"20181130"
"Cabrillo","CCC000568095","DMCP510A    ","493010","N","00.00","00.00","N","E","Y","J","Y",,,"20181119"
"Cabrillo","CCC000568096","DMCP-510B   ","493010","N","00.00","00.00","N","E","Y","J","Y",288,288,"20160120"
"Cabrillo","CCC000568097","DMCP-510C   ","493010","N","00.00","00.00","N","E","Y","J","Y",322.2,322.2,"20160120"
"Cabrillo","CCC000568098","DMCP-510D   ","493010","N","00.00","00.00","N","E","Y","J","Y",288,288,"20160120"
"Cabrillo","CCC000568099","DMCP-511A   ","493010","N","00.00","00.00","N","E","Y","J","Y",162,162,"20160120"
"Cabrillo","CCC000568100","DMCP-511B   ","493010","N","00.00","00.00","N","E","Y","J","Y",162,162,"20160120"
"Cabrillo","CCC000568101","DMCP-511C   ","493010","N","00.00","00.00","N","E","Y","J","Y",162,162,"20160120"
"Cabrillo","CCC000568102","MATH350D    ","170200","N","00.00","00.00","B","E","Y","C","Y",,,"20181130"
"Cabrillo","CCC000568103","DMCP-511D   ","493010","N","00.00","00.00","N","E","Y","J","Y",162,162,"20160120"
"Cabrillo","CCC000567995","KIN-61A     ","083520","D","03.00","00.50","N","D","Y","Y","Y",,,"20150924"
"Cabrillo","CCC000567996","KIN-61B     ","083520","D","03.00","00.50","N","D","Y","Y","Y",,,"20150924"
"Cabrillo","CCC000567997","KIN-61C     ","083520","D","03.00","00.50","N","D","Y","Y","Y",,,"20150924"
"Cabrillo","CCC000560973","MUS-562     ","100400","N","00.00","00.00","N","E","Y","H","Y",90,90,"20160120"
"Cabrillo","CCC000560917","MUS-520     ","100400","N","00.00","00.00","N","E","Y","H","Y",72,72,"20160120"
"Cabrillo","CCC000561401","TA575       ","100700","N","00.00","00.00","N","E","Y","H","Y",,,"20181119"
"Cabrillo","CCC000562780","ART-25B     ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20150504"
"Cabrillo","CCC000562781","ART-24A     ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20150504"
"Cabrillo","CCC000562782","ART-25A     ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20150504"
"Cabrillo","CCC000562514","ART-25CA    ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20150427"
"Cabrillo","CCC000562515","ACCT-16     ","050200","D","04.00","04.00","N","D","Y","Y","Y",,,"20150610"
"Cabrillo","CCC000562516","CEM-165E    ","095700","D","03.00","03.00","N","E","Y","Y","Y",,,"20160429"
"Cabrillo","CCC000562517","CEM-175R    ","095700","D","03.00","03.00","N","B","Y","Y","Y",,,"20160513"
"Cabrillo","CCC000562518","CEM-175C    ","095700","D","03.00","03.00","N","B","Y","Y","Y",,,"20170413"
"Cabrillo","CCC000562606","N12         ","123010","D","08.00","08.00","N","D","Y","Y","B",,,"20180901"
"Cabrillo","CCC000562607","N22         ","123010","D","09.00","09.00","N","D","Y","Y","B",,,"20180901"
"Cabrillo","CCC000562608","N-42        ","123010","D","06.50","06.50","N","D","Y","Y","B",,,"20150429"
"Cabrillo","CCC000562363","N32         ","123010","D","10.00","10.00","N","D","Y","Y","B",,,"20180901"
"Cabrillo","CCC000562364","CAHM174     ","130630","D","03.00","03.00","N","B","Y","Y","Y",,,"20180701"
"Cabrillo","CCC000562273","DH171       ","124020","D","06.00","06.00","N","D","Y","Y","Y",,,"20180430"
"Cabrillo","CCC000562274","DH181       ","124020","D","08.50","08.50","N","B","Y","Y","Y",,,"20180430"
"Cabrillo","CCC000562275","DH173       ","124020","D","06.50","06.50","N","C","Y","Y","Y",,,"20180430"
"Cabrillo","CCC000563541","MATH-142    ","170100","D","05.00","05.00","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563542","ADAPT-79    ","083500","D","04.00","01.00","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563543","DANCE-19D   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563544","DANCE-21B   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563545","DANCE-21A   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563637","MATH-142    ","170100","D","05.00","05.00","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563638","ADAPT-79    ","083500","D","04.00","01.00","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563639","DANCE-19D   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563640","DANCE-21B   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563641","DANCE-21A   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563735","MATH-142    ","170100","D","05.00","05.00","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563736","ADAPT-79    ","083500","D","04.00","01.00","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563737","DANCE-19D   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563738","DANCE-21B   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563739","DANCE-21A   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563841","MATH-142    ","170100","D","05.00","05.00","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563842","ADAPT-79    ","083500","D","04.00","01.00","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563843","DANCE-19D   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563844","DANCE-21B   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563845","DANCE-21A   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563945","MATH-142    ","170100","D","05.00","05.00","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563946","ADAPT-79    ","083500","D","04.00","01.00","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563947","DANCE-19D   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563948","DANCE-21B   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563949","DANCE-21A   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000564049","MATH-142    ","170100","D","05.00","05.00","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000564050","ADAPT-79    ","083500","D","04.00","01.00","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000564051","DANCE-19D   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000564052","DANCE-21B   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000564053","DANCE-21A   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000564154","MATH142     ","170100","D","05.00","05.00","N","E","Y","Y","Y",,,"20180316"
"Cabrillo","CCC000564155","ADAPT79     ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180630"
"Cabrillo","CCC000564156","DANCE19D    ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20180711"
"Cabrillo","CCC000564157","DANCE21B    ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20180711"
"Cabrillo","CCC000564158","DANCE21A    ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20180711"
"Cabrillo","CCC000563487","DANCE-19D   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563488","DANCE-21B   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000563489","DANCE-21A   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000562932","MATH142B    ","170100","D","04.00","04.00","N","E","Y","Y","Y",,,"20180314"
"Cabrillo","CCC000562933","MATH142A    ","170100","D","04.00","04.00","N","E","Y","Y","Y",,,"20180316"
"Cabrillo","CCC000562934","ART-39A     ","100200","D","03.00","03.00","N","E","Y","Y","Y",,,"20150526"
"Cabrillo","CCC000562935","AP3         ","101100","D","03.00","03.00","N","E","Y","Y","Y",,,"20180701"
"Cabrillo","CCC000562936","ART-29      ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20150507"
"Cabrillo","CCC000562937","ART-95A     ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20150507"
"Cabrillo","CCC000562938","MATH-290SJ  ","170100","C","01.00","01.00","B","E","B","Y","Y",,,"20150507"
"Cabrillo","CCC000562939","DANCE15C    ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20180711"
"Cabrillo","CCC000562940","ART-92      ","100200","D","01.00","01.00","N","E","Y","Y","Y",,,"20150507"
"Cabrillo","CCC000562941","CEM-151PL   ","095700","D","01.00","01.00","N","C","Y","Y","Y",,,"20160503"
"Cabrillo","CCC000562942","AP25        ","101100","D","03.00","03.00","N","E","Y","Y","Y",,,"20180701"
"Cabrillo","CCC000562943","ART-90      ","100200","D","01.00","01.00","N","E","Y","Y","Y",,,"20150612"
"Cabrillo","CCC000562944","CEM-162LC   ","095700","D","01.00","01.00","N","C","Y","Y","Y",,,"20150507"
"Cabrillo","CCC000562945","DANCE17D    ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20180711"
"Cabrillo","CCC000562946","BIO-101     ","040100","C","00.25","00.25","N","E","Y","Y","Y",,,"20150507"
"Cabrillo","CCC000562947","GEOG17      ","220600","D","03.00","03.00","N","E","Y","Y","Y",,,"20180804"
"Cabrillo","CCC000562948","CEM-162CE   ","095700","D","02.00","02.00","N","C","Y","Y","Y",,,"20150507"
"Cabrillo","CCC000562949","ART-196B    ","100200","D","03.00","03.00","N","E","Y","Y","Y",,,"20160201"
"Cabrillo","CCC000562950","ATH15S      ","083550","D","03.00","03.00","N","E","Y","Y","Y",,,"20180902"
"Cabrillo","CCC000562951","CEM-164C    ","095700","D","03.00","03.00","N","C","Y","Y","Y",,,"20160429"
"Cabrillo","CCC000562952","CEM168A     ","095700","D","03.00","03.00","N","C","Y","Y","Y",,,"20180413"
"Cabrillo","CCC000562953","CEM-169A    ","095700","D","03.00","03.00","N","C","Y","Y","Y",,,"20170505"
"Cabrillo","CCC000562954","CEM-167A    ","095700","D","03.00","03.00","N","C","Y","Y","Y",,,"20160429"
"Cabrillo","CCC000562955","CEM-166A    ","095700","D","03.00","03.00","N","C","Y","Y","Y",,,"20160429"
"Cabrillo","CCC000562956","ART-26B     ","100200","D","03.00","03.00","N","E","Y","Y","Y",,,"20150507"
"Cabrillo","CCC000562957","ART-26A     ","100200","D","03.00","03.00","N","E","Y","Y","Y",,,"20150507"
"Cabrillo","CCC000562958","CEM-151EL   ","095700","D","01.00","01.00","N","C","Y","Y","Y",,,"20160503"
"Cabrillo","CCC000562959","CABT121     ","070210","D","03.00","03.00","N","D","Y","Y","Y",,,"20180708"
"Cabrillo","CCC000562960","KIN-9       ","083560","D","03.00","03.00","N","E","Y","Y","Y",,,"20150507"
"Cabrillo","CCC000562961","ART-95B     ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20150507"
"Cabrillo","CCC000562962","ART-10A     ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20151216"
"Cabrillo","CCC000562963","ART-196A    ","100200","D","03.00","03.00","N","E","Y","Y","Y",,,"20160201"
"Cabrillo","CCC000562964","CEM-151FC   ","095700","D","01.00","01.00","N","C","Y","Y","Y",,,"20160503"
"Cabrillo","CCC000574074","ECE135      ","130500","D","04.00","04.00","N","D","Y","Y","Y",,,"20180801"
"Cabrillo","CCC000574075","ECE158      ","130500","D","03.00","03.00","N","B","Y","Y","Y",,,"20180801"
"Cabrillo","CCC000573977","READ153     ","152000","C","02.00","00.50","B","E","A","Y","Y",,,"20180906"
"Cabrillo","CCC000573978","READ152     ","152000","C","02.00","00.50","B","E","A","Y","Y",,,"20180906"
"Cabrillo","CCC000573979","READ151C    ","152000","C","02.00","00.50","B","E","A","Y","Y",,,"20180906"
"Cabrillo","CCC000573980","READ151B    ","152000","C","02.00","00.50","B","E","A","Y","Y",,,"20180906"
"Cabrillo","CCC000573981","READ151A    ","152000","C","01.00","00.50","B","E","A","Y","Y",,,"20180906"
"Cabrillo","CCC000573982","READ150     ","152000","C","02.00","00.50","B","E","A","Y","Y",,,"20180906"
"Cabrillo","CCC000573983","MATH-112    ","170100","C","05.00","05.00","B","E","A","Y","Y",,,"20160602"
"Cabrillo","CCC000573597","CIS35       ","070800","D","04.00","04.00","N","C","Y","Y","Y",,,"20180708"
"Cabrillo","CCC000573660","KIN52A      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000573460","CABT-105    ","051400","D","03.00","03.00","N","C","Y","Y","Y",,,"20160523"
"Cabrillo","CCC000573461","CABT160     ","070100","D","02.00","02.00","N","C","Y","Y","Y",,,"20180629"
"Cabrillo","CCC000573512","CABT506     ","051400","N","00.00","00.00","B","E","Y","J","Y",,,"20181119"
"Cabrillo","CCC000573513","CABT505     ","051400","N","00.00","00.00","B","E","Y","J","Y",,,"20181119"
"Cabrillo","CCC000573514","DH-559      ","124000","N","00.00","00.00","N","D","Y","I","Y",54,54,"20170203"
"Cabrillo","CCC000573515","DH-557      ","124000","N","00.00","00.00","N","D","Y","I","Y",54,54,"20170203"
"Cabrillo","CCC000573516","DH-555      ","124000","N","00.00","00.00","N","D","Y","I","Y",54,54,"20170203"
"Cabrillo","CCC000572941","ESL354B     ","493087","N","00.00","00.00","B","E","D","A","Y",,,"20181130"
"Cabrillo","CCC000572942","ESL354A     ","493087","N","00.00","00.00","B","E","D","A","Y",,,"20181130"
"Cabrillo","CCC000573025","FT-185      ","213300","C","13.50","13.50","N","C","Y","Y","Y",,,"20160504"
"Cabrillo","CCC000572857","N48         ","123010","D","02.00","02.00","N","D","Y","Y","B",,,"20180901"
"Cabrillo","CCC000572858","N42         ","123010","D","06.00","06.00","N","D","Y","Y","B",,,"20180901"
"Cabrillo","CCC000572859","N47         ","123010","D","00.50","00.50","N","D","Y","Y","Y",,,"20180901"
"Cabrillo","CCC000572860","DH161       ","124020","D","00.50","00.50","N","D","Y","Y","Y",,,"20180429"
"Cabrillo","CCC000572861","ART-36      ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20160427"
"Cabrillo","CCC000572862","ART-35      ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20160427"
"Cabrillo","CCC000572863","ART-91      ","100200","C","03.00","01.00","N","E","Y","Y","Y",,,"20160427"
"Cabrillo","CCC000572864","ART-13B     ","100200","C","03.00","01.00","N","E","Y","Y","Y",,,"20160427"
"Cabrillo","CCC000572865","TA-79       ","100700","C","03.00","03.00","N","E","Y","Y","Y",,,"20160427"
"Cabrillo","CCC000572866","AP38        ","101100","C","03.00","01.00","N","E","Y","Y","Y",,,"20180701"
"Cabrillo","CCC000573179","HSERV-54    ","210400","D","01.00","01.00","N","B","Y","Y","Y",,,"20160511"
"Cabrillo","CCC000575123","ESL351A     ","493087","N","00.00","00.00","B","E","D","A","Y",,,"20181130"
"Cabrillo","CCC000575124","ESL353A     ","493087","N","00.00","00.00","B","E","D","A","Y",,,"20181130"
"Cabrillo","CCC000575125","ESL353B     ","493087","N","00.00","00.00","B","E","D","A","Y",,,"20181130"
"Cabrillo","CCC000575126","ESL352A     ","493087","N","00.00","00.00","B","E","D","A","Y",,,"20181130"
"Cabrillo","CCC000575127","ESL352B     ","493087","N","00.00","00.00","B","E","D","A","Y",,,"20181130"
"Cabrillo","CCC000575128","ESL351B     ","493087","N","00.00","00.00","B","E","D","A","Y",,,"20181130"
"Cabrillo","CCC000575208","ACCT-54A    ","050200","D","04.00","04.00","N","C","Y","Y","Y",,,"20160727"
"Cabrillo","CCC000574642","BUS-68      ","050100","D","04.00","04.00","N","C","Y","Y","Y",,,"20160628"
"Cabrillo","CCC000574563","ESL-288LF   ","493087","C","00.50","00.50","B","E","C","Y","Y",,,"20160624"
"Cabrillo","CCC000574296","ENGR-12     ","090100","D","01.50","01.50","N","D","Y","Y","Y",,,"20160616"
"Cabrillo","CCC000570196","MUS-562     ","100400","N","00.00","00.00","N","E","Y","H","Y",72,72,"20160201"
"Cabrillo","CCC000570197","ENGL-550B   ","150700","N","00.00","00.00","N","E","Y","H","Y",72,72,"20160201"
"Cabrillo","CCC000570198","ENGL-550A   ","150700","N","00.00","00.00","N","E","Y","H","Y",72,72,"20160201"
"Cabrillo","CCC000571315","TA-36       ","100700","D","03.00","03.00","N","D","Y","Y","Y",,,"20160303"
"Cabrillo","CCC000572749","FT134       ","213300","C","01.00","01.00","N","C","Y","Y","Y",,,"20180724"
"Cabrillo","CCC000572750","FT136       ","213300","C","01.00","01.00","N","C","Y","Y","Y",,,"20180724"
